trigram,frequency,probability
Rest-F4-C5,12,0.0007491571981520789
G4-Rest-C5,13,0.0008115869646647522
A4-F4-A4,20,0.001248595330253465
D5-D5-A4,20,0.001248595330253465
D5-A4-A4,11,0.0006867274316394057
D5-A4-D5,9,0.0005618678986140592
G4-C[1]5-C[1]5,1,6.242976651267325e-05
C[1]5-C[1]5-B[-1]4,1,6.242976651267325e-05
C[1]5-B[-1]4-A4,3,0.00018728929953801973
C5-C[1]5-G4,3,0.00018728929953801973
C[1]5-G4-F4,2,0.0001248595330253465
A4-D5-Rest,1,6.242976651267325e-05
G4-G4-D5,23,0.0014358846297914845
G4-F[1]4-D4,2,0.0001248595330253465
F[1]4-D4-E4,5,0.0003121488325633662
F[1]4-G4-B4,3,0.00018728929953801973
E4-D4-D5,4,0.000249719066050693
D4-D5-D5,1,6.242976651267325e-05
D4-F4-F4,7,0.0004370083655887127
F4-F4-Rest,17,0.001061306030715445
A4-G4-B[-1]4,14,0.0008740167311774254
Rest-G4-F[1]4,1,6.242976651267325e-05
F[1]4-G4-D4,2,0.0001248595330253465
G4-D4-A4,2,0.0001248595330253465
D4-A4-B[-1]4,4,0.000249719066050693
G4-B[-1]4-C5,15,0.0009364464976900986
B[-1]4-D5-C5,5,0.0003121488325633662
D4-A4-B4,4,0.000249719066050693
C5-Rest-A4,4,0.000249719066050693
Rest-A4-B[-1]4,15,0.0009364464976900986
F[1]4-D4-C4,1,6.242976651267325e-05
C4-Rest-C[1]5,3,0.00018728929953801973
Rest-C[1]5-C5,2,0.0001248595330253465
C[1]5-C5-C[1]5,3,0.00018728929953801973
C[1]5-B4-C[1]5,4,0.000249719066050693
C[1]5-D5-A4,2,0.0001248595330253465
D5-A4-Rest,7,0.0004370083655887127
D5-C5-C[1]5,3,0.00018728929953801973
C5-C[1]5-A4,6,0.00037457859907603946
C[1]5-A4-F4,2,0.0001248595330253465
Rest-A4-D5,7,0.0004370083655887127
F4-C5-Rest,3,0.00018728929953801973
Rest-A4-C[1]5,1,6.242976651267325e-05
A4-C[1]5-B[-1]4,2,0.0001248595330253465
Rest-C[1]5-A4,3,0.00018728929953801973
C[1]5-A4-A4,6,0.00037457859907603946
C5-D5-A4,12,0.0007491571981520789
Rest-A4-C5,16,0.000998876264202772
Rest-F4-E4,5,0.0003121488325633662
D4-Rest-C4,2,0.0001248595330253465
Rest-C4-Rest,1,6.242976651267325e-05
C5-C[1]5-C5,3,0.00018728929953801973
A4-G4-G[1]4,4,0.000249719066050693
G[1]4-C5-D5,1,6.242976651267325e-05
E5-E5-B4,4,0.000249719066050693
E5-B4-D5,1,6.242976651267325e-05
A4-A4-G[1]4,19,0.0011861655637407916
G[1]4-A4-Rest,13,0.0008115869646647522
G4-D5-A4,3,0.00018728929953801973
A4-D5-C[1]5,4,0.000249719066050693
C[1]5-D5-Rest,6,0.00037457859907603946
E5-D5-B4,10,0.0006242976651267324
D5-B4-C5,28,0.0017480334623548508
G4-C5-A4,17,0.001061306030715445
F4-Rest-B[-1]4,4,0.000249719066050693
Rest-B[-1]4-A4,13,0.0008115869646647522
Rest-Rest-G4,3,0.00018728929953801973
G4-B[-1]4-B[-1]4,2,0.0001248595330253465
B[-1]4-B[-1]4-Rest,1,6.242976651267325e-05
B[-1]4-Rest-A4,12,0.0007491571981520789
Rest-Rest-Rest,8,0.000499438132101386
Rest-Rest-C4,1,6.242976651267325e-05
C4-F4-F4,22,0.0013734548632788114
Rest-D5-G4,3,0.00018728929953801973
D5-G4-A4,7,0.0004370083655887127
Rest-G4-G4,22,0.0013734548632788114
Rest-A4-F4,9,0.0005618678986140592
A4-F4-F[1]4,6,0.00037457859907603946
G4-D4-Rest,4,0.000249719066050693
Rest-D4-F4,3,0.00018728929953801973
B[-1]4-G4-B[-1]4,7,0.0004370083655887127
B[-1]4-A4-F[1]4,1,6.242976651267325e-05
A4-F[1]4-G4,1,6.242976651267325e-05
C5-C5-F5,6,0.00037457859907603946
C5-F5-F5,6,0.00037457859907603946
F5-E5-Rest,2,0.0001248595330253465
E5-Rest-C5,1,6.242976651267325e-05
F4-C5-F5,6,0.00037457859907603946
F4-C5-A4,18,0.0011237357972281184
F4-F4-C4,10,0.0006242976651267324
F4-C4-A4,1,6.242976651267325e-05
C4-A4-A4,1,6.242976651267325e-05
C5-D5-E[-1]5,6,0.00037457859907603946
D5-E[-1]5-F5,4,0.000249719066050693
E[-1]5-F5-G5,3,0.00018728929953801973
F5-G5-D5,1,6.242976651267325e-05
G5-D5-F[1]5,1,6.242976651267325e-05
D5-F[1]5-E[-1]5,3,0.00018728929953801973
F[1]5-E[-1]5-D5,4,0.000249719066050693
D5-B[-1]4-F5,1,6.242976651267325e-05
B[-1]4-F5-F[1]5,1,6.242976651267325e-05
F5-F[1]5-E[-1]5,1,6.242976651267325e-05
E[-1]5-D5-F[1]5,1,6.242976651267325e-05
D5-F[1]5-G5,2,0.0001248595330253465
F[1]5-G5-D5,3,0.00018728929953801973
G5-D5-C5,1,6.242976651267325e-05
C5-D5-F5,11,0.0006867274316394057
D5-F5-C5,3,0.00018728929953801973
F5-C5-F5,1,6.242976651267325e-05
C5-F5-E[-1]5,2,0.0001248595330253465
F5-E[-1]5-D5,10,0.0006242976651267324
Rest-D4-D4,4,0.000249719066050693
D4-F4-F[1]4,7,0.0004370083655887127
B[-1]4-C5-Rest,15,0.0009364464976900986
C5-Rest-C[1]5,4,0.000249719066050693
Rest-C[1]5-C[1]5,2,0.0001248595330253465
C[1]5-C[1]5-A4,4,0.000249719066050693
F4-Rest-C5,19,0.0011861655637407916
Rest-E4-D4,4,0.000249719066050693
D4-C4-E4,1,6.242976651267325e-05
F4-E4-G4,13,0.0008115869646647522
E4-G4-B[-1]4,1,6.242976651267325e-05
Rest-F[1]4-F4,1,6.242976651267325e-05
F[1]4-F4-F[1]4,3,0.00018728929953801973
F4-F[1]4-A4,2,0.0001248595330253465
F[1]4-A4-A4,2,0.0001248595330253465
E4-G4-G4,5,0.0003121488325633662
F[1]4-E4-E4,6,0.00037457859907603946
E4-E4-D4,27,0.0016856036958421776
F[1]4-G4-F4,1,6.242976651267325e-05
F4-F[1]4-F4,1,6.242976651267325e-05
F[1]4-F4-G4,1,6.242976651267325e-05
G4-E4-A4,4,0.000249719066050693
E4-D4-D4,21,0.001311025096766138
D4-G4-B4,2,0.0001248595330253465
G4-B4-D5,6,0.00037457859907603946
G4-Rest-D4,2,0.0001248595330253465
G4-Rest-B4,7,0.0004370083655887127
C5-B4-B4,13,0.0008115869646647522
D4-C4-C4,19,0.0011861655637407916
C4-C4-C5,1,6.242976651267325e-05
C4-C5-B[-1]4,1,6.242976651267325e-05
C5-Rest-B4,6,0.00037457859907603946
Rest-B4-D5,5,0.0003121488325633662
G4-F[1]4-Rest,6,0.00037457859907603946
F[1]4-Rest-Rest,1,6.242976651267325e-05
G4-D5-E5,5,0.0003121488325633662
B[-1]4-Rest-B4,4,0.000249719066050693
B4-D5-F5,2,0.0001248595330253465
D5-F5-E[-1]5,5,0.0003121488325633662
F4-Rest-D5,2,0.0001248595330253465
F5-E[-1]5-C5,1,6.242976651267325e-05
E[-1]5-C5-D5,2,0.0001248595330253465
Rest-F4-F[1]4,2,0.0001248595330253465
F4-F[1]4-F[1]4,6,0.00037457859907603946
F[1]4-F[1]4-E4,2,0.0001248595330253465
Rest-Rest-D4,1,6.242976651267325e-05
Rest-D4-A4,3,0.00018728929953801973
D5-Rest-E5,6,0.00037457859907603946
Rest-E5-E5,9,0.0005618678986140592
F5-G5-F5,4,0.000249719066050693
C5-Rest-E5,5,0.0003121488325633662
Rest-E5-F5,2,0.0001248595330253465
E5-F5-F[1]5,4,0.000249719066050693
F5-F[1]5-F[1]5,4,0.000249719066050693
F[1]5-F[1]5-E5,2,0.0001248595330253465
F[1]5-E5-E5,5,0.0003121488325633662
D5-C5-F5,11,0.0006867274316394057
D5-C[1]5-B4,14,0.0008740167311774254
F5-F5-F5,4,0.000249719066050693
F5-E5-F5,11,0.0006867274316394057
F5-E5-C5,9,0.0005618678986140592
E5-C5-D5,22,0.0013734548632788114
C5-A4-D5,7,0.0004370083655887127
F5-F[1]5-E5,9,0.0005618678986140592
D5-D5-A5,1,6.242976651267325e-05
D5-A5-G5,1,6.242976651267325e-05
A5-G5-F5,2,0.0001248595330253465
G5-F5-D5,5,0.0003121488325633662
D5-E5-A4,10,0.0006242976651267324
E5-A4-E5,2,0.0001248595330253465
A4-E5-A4,1,6.242976651267325e-05
A4-E5-E5,2,0.0001248595330253465
F5-F5-G5,1,6.242976651267325e-05
F5-G5-E5,4,0.000249719066050693
G5-E5-D5,4,0.000249719066050693
D5-A4-B4,6,0.00037457859907603946
C[1]5-B4-B4,7,0.0004370083655887127
E4-A4-E4,2,0.0001248595330253465
E4-A4-Rest,1,6.242976651267325e-05
C[1]5-B4-E5,5,0.0003121488325633662
B4-E5-D5,9,0.0005618678986140592
E5-D5-D[1]5,1,6.242976651267325e-05
D[1]5-C5-Rest,1,6.242976651267325e-05
Rest-B4-C5,8,0.000499438132101386
G4-Rest-G[1]4,4,0.000249719066050693
Rest-G[1]4-C5,2,0.0001248595330253465
G4-C[1]5-G4,1,6.242976651267325e-05
C[1]5-G4-E4,1,6.242976651267325e-05
G4-E4-G[1]4,1,6.242976651267325e-05
E4-G4-C5,1,6.242976651267325e-05
E5-C5-F5,2,0.0001248595330253465
C5-F5-D5,3,0.00018728929953801973
F5-D5-C5,11,0.0006867274316394057
C5-Rest-F4,2,0.0001248595330253465
F4-G4-C5,4,0.000249719066050693
G4-C5-D5,6,0.00037457859907603946
C4-F4-E4,6,0.00037457859907603946
A4-F4-F5,3,0.00018728929953801973
F4-F5-D5,1,6.242976651267325e-05
F5-D5-F5,5,0.0003121488325633662
F5-C5-Rest,2,0.0001248595330253465
D5-B[-1]4-G4,5,0.0003121488325633662
D4-G4-B[-1]4,2,0.0001248595330253465
B[-1]4-A4-D4,1,6.242976651267325e-05
A4-D4-G4,1,6.242976651267325e-05
B[-1]4-G4-Rest,5,0.0003121488325633662
F4-A[-1]4-F4,1,6.242976651267325e-05
A[-1]4-F4-C5,1,6.242976651267325e-05
C5-C5-A[-1]4,1,6.242976651267325e-05
C5-A[-1]4-A4,1,6.242976651267325e-05
A[-1]4-A4-G4,1,6.242976651267325e-05
G4-G4-A[-1]4,1,6.242976651267325e-05
G4-A[-1]4-B[-1]4,1,6.242976651267325e-05
A[-1]4-B[-1]4-C5,1,6.242976651267325e-05
B[-1]4-C5-D[-1]5,1,6.242976651267325e-05
C5-D[-1]5-C5,1,6.242976651267325e-05
D[-1]5-C5-B[-1]4,1,6.242976651267325e-05
C5-B[-1]4-A[-1]4,1,6.242976651267325e-05
B[-1]4-A[-1]4-G4,1,6.242976651267325e-05
A[-1]4-G4-G4,1,6.242976651267325e-05
A3-D4-D4,3,0.00018728929953801973
G4-E4-E4,5,0.0003121488325633662
E4-E4-A3,1,6.242976651267325e-05
E4-A3-D4,1,6.242976651267325e-05
E4-D4-A4,7,0.0004370083655887127
D4-A4-A3,1,6.242976651267325e-05
A4-A3-A4,1,6.242976651267325e-05
A3-A4-A4,1,6.242976651267325e-05
F[1]4-F[1]4-F4,3,0.00018728929953801973
D4-A4-D4,1,6.242976651267325e-05
A4-D4-Rest,4,0.000249719066050693
E4-G4-F4,22,0.0013734548632788114
A4-C5-F4,8,0.000499438132101386
F4-C4-F4,13,0.0008115869646647522
Rest-C5-A4,12,0.0007491571981520789
F4-Rest-D4,4,0.000249719066050693
Rest-D4-E4,5,0.0003121488325633662
G4-Rest-E4,3,0.00018728929953801973
F4-C5-B[-1]4,5,0.0003121488325633662
A4-F4-C5,17,0.001061306030715445
B[-1]4-G4-C5,3,0.00018728929953801973
C5-F4-C4,2,0.0001248595330253465
B[-1]4-G4-D5,3,0.00018728929953801973
Rest-G4-D5,2,0.0001248595330253465
F5-D5-G5,3,0.00018728929953801973
D5-G5-E5,1,6.242976651267325e-05
D5-Rest-G5,2,0.0001248595330253465
Rest-G5-A5,1,6.242976651267325e-05
G5-A5-G5,4,0.000249719066050693
F5-D5-B[-1]4,2,0.0001248595330253465
D5-B[-1]4-Rest,3,0.00018728929953801973
B[-1]4-Rest-F[1]5,1,6.242976651267325e-05
Rest-F[1]5-F[1]5,2,0.0001248595330253465
F[1]5-F[1]5-D5,3,0.00018728929953801973
F[1]5-D5-G5,2,0.0001248595330253465
D5-G5-D5,4,0.000249719066050693
G5-D5-D5,6,0.00037457859907603946
F4-Rest-F[1]5,2,0.0001248595330253465
C4-C4-C4,11,0.0006867274316394057
C4-C4-B3,13,0.0008115869646647522
B3-A3-A3,2,0.0001248595330253465
A3-A3-G3,3,0.00018728929953801973
A3-G3-C4,2,0.0001248595330253465
G3-C4-D4,4,0.000249719066050693
C4-D4-A4,2,0.0001248595330253465
E4-C4-C4,2,0.0001248595330253465
B3-A3-D4,1,6.242976651267325e-05
A3-D4-C4,3,0.00018728929953801973
G3-Rest-G3,3,0.00018728929953801973
Rest-G3-C4,4,0.000249719066050693
D4-E4-A4,2,0.0001248595330253465
C4-B3-E4,2,0.0001248595330253465
B3-E4-D4,1,6.242976651267325e-05
D4-D4-C4,22,0.0013734548632788114
A3-G3-G4,2,0.0001248595330253465
G3-G4-E4,1,6.242976651267325e-05
C4-A3-B3,4,0.000249719066050693
C4-C4-A3,2,0.0001248595330253465
C4-Rest-E4,2,0.0001248595330253465
Rest-G3-A3,3,0.00018728929953801973
B4-B4-D5,6,0.00037457859907603946
E4-G4-E4,4,0.000249719066050693
D4-G4-C5,2,0.0001248595330253465
G4-B4-B4,9,0.0005618678986140592
A4-G4-D4,8,0.000499438132101386
G4-D4-G4,8,0.000499438132101386
D4-Rest-A4,5,0.0003121488325633662
C4-C4-Rest,1,6.242976651267325e-05
F4-G4-F[1]4,2,0.0001248595330253465
C5-A4-Rest,13,0.0008115869646647522
F4-F4-D4,4,0.000249719066050693
C4-G4-G4,13,0.0008115869646647522
B[-1]4-B[-1]4-G4,12,0.0007491571981520789
C4-G4-E4,3,0.00018728929953801973
D4-D4-A3,3,0.00018728929953801973
D4-A3-Rest,2,0.0001248595330253465
A3-Rest-A3,3,0.00018728929953801973
Rest-A3-G3,1,6.242976651267325e-05
A3-G3-G3,1,6.242976651267325e-05
G3-G3-D4,1,6.242976651267325e-05
G3-D4-C4,1,6.242976651267325e-05
B3-A3-B[-1]3,1,6.242976651267325e-05
F3-G3-F3,1,6.242976651267325e-05
G3-F3-Rest,3,0.00018728929953801973
F3-Rest-C4,1,6.242976651267325e-05
Rest-C4-A3,1,6.242976651267325e-05
C4-A3-A3,1,6.242976651267325e-05
A3-A3-D4,2,0.0001248595330253465
A3-B3-B3,1,6.242976651267325e-05
B3-A3-Rest,2,0.0001248595330253465
A3-Rest-G3,1,6.242976651267325e-05
F3-G3-G3,1,6.242976651267325e-05
G3-G3-F3,1,6.242976651267325e-05
F3-Rest-F4,1,6.242976651267325e-05
Rest-F4-D4,4,0.000249719066050693
F4-D4-D4,3,0.00018728929953801973
Rest-D5-G5,6,0.00037457859907603946
D5-G5-G5,7,0.0004370083655887127
Rest-B4-F5,1,6.242976651267325e-05
B4-F5-E5,1,6.242976651267325e-05
F4-Rest-E[-1]5,1,6.242976651267325e-05
Rest-E[-1]5-D5,1,6.242976651267325e-05
F4-A4-F4,6,0.00037457859907603946
F4-G4-D5,3,0.00018728929953801973
F[1]4-G4-E4,4,0.000249719066050693
G4-E4-Rest,5,0.0003121488325633662
E4-Rest-G[1]4,3,0.00018728929953801973
Rest-G[1]4-A4,4,0.000249719066050693
A4-Rest-B4,7,0.0004370083655887127
Rest-G[1]4-B4,1,6.242976651267325e-05
G[1]4-B4-G4,1,6.242976651267325e-05
Rest-D5-A4,3,0.00018728929953801973
Rest-G4-Rest,7,0.0004370083655887127
G4-D5-F5,13,0.0008115869646647522
E5-D5-A4,9,0.0005618678986140592
B4-B4-G4,8,0.000499438132101386
B4-G4-C5,5,0.0003121488325633662
D4-Rest-G4,2,0.0001248595330253465
F[1]4-G4-B[-1]4,5,0.0003121488325633662
D5-F5-F5,2,0.0001248595330253465
D5-A4-G4,7,0.0004370083655887127
D5-A4-B[-1]4,6,0.00037457859907603946
B4-G4-F4,2,0.0001248595330253465
B[-1]4-C5-F5,4,0.000249719066050693
C5-F5-F[1]5,1,6.242976651267325e-05
F5-F[1]5-D5,3,0.00018728929953801973
F[1]5-D5-C5,3,0.00018728929953801973
C5-B[-1]4-E[-1]5,2,0.0001248595330253465
B[-1]4-E[-1]5-D5,1,6.242976651267325e-05
D5-E[-1]5-C5,1,6.242976651267325e-05
E[-1]5-C5-Rest,1,6.242976651267325e-05
C5-Rest-D5,14,0.0008740167311774254
B[-1]4-D5-D5,4,0.000249719066050693
C5-F4-B[-1]4,1,6.242976651267325e-05
G4-Rest-C4,1,6.242976651267325e-05
D5-D5-G4,10,0.0006242976651267324
D5-B4-G4,10,0.0006242976651267324
D4-Rest-B4,1,6.242976651267325e-05
Rest-B4-A4,10,0.0006242976651267324
C5-D5-C[1]5,2,0.0001248595330253465
C[1]5-D5-B4,4,0.000249719066050693
D4-Rest-E4,4,0.000249719066050693
G4-B[-1]4-G4,6,0.00037457859907603946
B4-A4-F4,1,6.242976651267325e-05
D4-C4-A4,2,0.0001248595330253465
C4-A4-G4,2,0.0001248595330253465
E4-F4-A4,5,0.0003121488325633662
D4-C4-F4,15,0.0009364464976900986
C5-F4-A4,6,0.00037457859907603946
C5-G4-C5,4,0.000249719066050693
D4-Rest-D5,4,0.000249719066050693
D5-E5-Rest,7,0.0004370083655887127
E5-Rest-E5,5,0.0003121488325633662
E5-A4-A4,3,0.00018728929953801973
G4-A4-D4,3,0.00018728929953801973
G4-F4-F5,3,0.00018728929953801973
F4-F5-F5,2,0.0001248595330253465
F5-E5-G5,3,0.00018728929953801973
E5-E5-A4,1,6.242976651267325e-05
E5-A4-Rest,2,0.0001248595330253465
A4-Rest-F5,3,0.00018728929953801973
Rest-F5-E5,8,0.000499438132101386
C5-Rest-F5,4,0.000249719066050693
Rest-F5-F5,11,0.0006867274316394057
E5-Rest-D5,1,6.242976651267325e-05
Rest-A3-D4,1,6.242976651267325e-05
B[-1]4-C5-B4,5,0.0003121488325633662
C4-D4-F4,4,0.000249719066050693
G4-F4-C4,3,0.00018728929953801973
E4-Rest-F4,5,0.0003121488325633662
Rest-E4-A4,4,0.000249719066050693
E4-C4-F4,3,0.00018728929953801973
E4-C4-G4,2,0.0001248595330253465
E4-C4-E4,1,6.242976651267325e-05
C4-E4-A4,1,6.242976651267325e-05
F4-B[-1]4-B[-1]4,6,0.00037457859907603946
A4-F4-B[-1]4,2,0.0001248595330253465
B[-1]4-E[-1]5-C5,1,6.242976651267325e-05
A4-G[1]4-E4,3,0.00018728929953801973
G[1]4-E4-B4,2,0.0001248595330253465
E4-B4-C[1]5,3,0.00018728929953801973
B4-C[1]5-B4,13,0.0008115869646647522
G[1]4-E4-A4,1,6.242976651267325e-05
B4-B4-C[1]5,7,0.0004370083655887127
B4-C[1]5-C[1]5,5,0.0003121488325633662
B4-B4-E5,5,0.0003121488325633662
A4-D5-B4,4,0.000249719066050693
D5-B4-C[1]5,2,0.0001248595330253465
G5-G5-G5,4,0.000249719066050693
G5-G5-E5,1,6.242976651267325e-05
G5-E5-E5,2,0.0001248595330253465
E5-E5-C5,4,0.000249719066050693
E5-C5-C5,1,6.242976651267325e-05
C5-Rest-G5,1,6.242976651267325e-05
Rest-G5-Rest,1,6.242976651267325e-05
G5-Rest-G5,2,0.0001248595330253465
Rest-G5-G5,3,0.00018728929953801973
G5-G5-Rest,2,0.0001248595330253465
G5-Rest-D5,1,6.242976651267325e-05
D5-Rest-Rest,1,6.242976651267325e-05
Rest-Rest-D5,1,6.242976651267325e-05
A4-B4-Rest,7,0.0004370083655887127
E4-A4-B[-1]4,1,6.242976651267325e-05
E5-A4-C5,2,0.0001248595330253465
E5-C5-C[1]5,1,6.242976651267325e-05
C[1]5-C[1]5-C5,1,6.242976651267325e-05
C5-E5-F5,3,0.00018728929953801973
C5-C5-G4,21,0.001311025096766138
C5-G4-Rest,1,6.242976651267325e-05
C4-Rest-F4,6,0.00037457859907603946
C4-F4-A4,1,6.242976651267325e-05
C5-C[1]5-F4,1,6.242976651267325e-05
C[1]5-F4-G4,1,6.242976651267325e-05
A4-D4-A4,1,6.242976651267325e-05
D4-A4-C5,1,6.242976651267325e-05
Rest-F[1]4-A4,1,6.242976651267325e-05
F[1]4-A4-B[-1]4,4,0.000249719066050693
G4-D5-G5,1,6.242976651267325e-05
D5-G5-F5,4,0.000249719066050693
E5-C5-Rest,5,0.0003121488325633662
Rest-C5-F5,5,0.0003121488325633662
E5-D5-G5,4,0.000249719066050693
Rest-G5-F5,1,6.242976651267325e-05
A4-B[-1]4-F5,1,6.242976651267325e-05
B[-1]4-F5-D5,1,6.242976651267325e-05
B[-1]4-B4-B[-1]4,5,0.0003121488325633662
B4-B[-1]4-B4,4,0.000249719066050693
B[-1]4-B[-1]4-B4,3,0.00018728929953801973
C5-G4-G4,12,0.0007491571981520789
F4-F4-B[-1]4,5,0.0003121488325633662
G4-D4-F4,3,0.00018728929953801973
C4-F4-C4,2,0.0001248595330253465
F4-C4-D4,2,0.0001248595330253465
G3-C4-C4,4,0.000249719066050693
D4-B3-A3,1,6.242976651267325e-05
G3-Rest-C4,2,0.0001248595330253465
Rest-C4-B3,1,6.242976651267325e-05
C4-B3-G3,3,0.00018728929953801973
B3-G3-A3,1,6.242976651267325e-05
G3-A3-A3,1,6.242976651267325e-05
C4-C4-G4,4,0.000249719066050693
C4-G4-F4,1,6.242976651267325e-05
A3-B3-Rest,1,6.242976651267325e-05
B3-Rest-G3,1,6.242976651267325e-05
D5-Rest-G4,4,0.000249719066050693
F4-B[-1]4-F4,1,6.242976651267325e-05
B[-1]4-Rest-B[-1]4,2,0.0001248595330253465
Rest-C5-B4,8,0.000499438132101386
A4-B4-E5,2,0.0001248595330253465
D5-G4-D5,3,0.00018728929953801973
G4-D5-B[-1]4,2,0.0001248595330253465
F[1]4-G4-D5,5,0.0003121488325633662
D4-D5-B[-1]4,1,6.242976651267325e-05
C5-D5-G4,6,0.00037457859907603946
F5-F5-D5,2,0.0001248595330253465
F5-D5-F[1]5,1,6.242976651267325e-05
F[1]5-G5-F5,1,6.242976651267325e-05
E5-D5-F[1]5,2,0.0001248595330253465
B[-1]4-Rest-F5,2,0.0001248595330253465
D5-E[-1]5-G5,1,6.242976651267325e-05
E[-1]5-G5-F5,1,6.242976651267325e-05
C5-F4-C5,9,0.0005618678986140592
C4-C4-F4,3,0.00018728929953801973
A4-A4-E5,9,0.0005618678986140592
A4-E5-F5,6,0.00037457859907603946
C5-F5-C5,5,0.0003121488325633662
F5-C5-A4,2,0.0001248595330253465
D5-C5-G5,1,6.242976651267325e-05
C5-G5-F5,1,6.242976651267325e-05
C5-Rest-Rest,6,0.00037457859907603946
Rest-Rest-C5,4,0.000249719066050693
F5-C5-C5,10,0.0006242976651267324
B[-1]4-C5-E[-1]5,1,6.242976651267325e-05
C5-E[-1]5-D5,4,0.000249719066050693
C5-B4-E5,2,0.0001248595330253465
E5-A4-D5,3,0.00018728929953801973
C4-F4-D4,2,0.0001248595330253465
B[-1]3-A3-Rest,2,0.0001248595330253465
A3-Rest-F3,2,0.0001248595330253465
Rest-F3-C4,1,6.242976651267325e-05
F3-C4-D4,1,6.242976651267325e-05
D4-Rest-F4,1,6.242976651267325e-05
C4-Rest-D4,1,6.242976651267325e-05
C4-B[-1]3-B3,1,6.242976651267325e-05
B[-1]3-B3-A3,1,6.242976651267325e-05
Rest-F3-G3,1,6.242976651267325e-05
D5-B[-1]4-D5,3,0.00018728929953801973
F4-F5-E5,4,0.000249719066050693
F5-C5-B[-1]4,3,0.00018728929953801973
E5-F5-C5,3,0.00018728929953801973
C5-F5-G5,1,6.242976651267325e-05
G5-E5-F5,1,6.242976651267325e-05
D4-D5-F5,1,6.242976651267325e-05
B4-B[-1]4-D5,1,6.242976651267325e-05
Rest-D5-F5,3,0.00018728929953801973
D5-F5-F[1]5,8,0.000499438132101386
F4-B[-1]4-Rest,3,0.00018728929953801973
G[1]4-A4-C5,2,0.0001248595330253465
A4-C5-Rest,4,0.000249719066050693
A4-Rest-E4,3,0.00018728929953801973
Rest-E4-C5,1,6.242976651267325e-05
E4-C5-Rest,1,6.242976651267325e-05
Rest-E4-Rest,1,6.242976651267325e-05
E4-E4-C5,2,0.0001248595330253465
E4-C5-B4,3,0.00018728929953801973
Rest-D5-B[-1]4,2,0.0001248595330253465
E4-A4-G[1]4,2,0.0001248595330253465
B4-E5-B4,2,0.0001248595330253465
E5-B4-C5,2,0.0001248595330253465
C5-B4-Rest,4,0.000249719066050693
Rest-B4-C[1]5,1,6.242976651267325e-05
Rest-B4-G4,1,6.242976651267325e-05
G4-E4-B4,1,6.242976651267325e-05
E4-B4-A4,2,0.0001248595330253465
E4-B4-B4,1,6.242976651267325e-05
E4-Rest-E5,1,6.242976651267325e-05
E5-B4-E5,1,6.242976651267325e-05
B4-Rest-E5,1,6.242976651267325e-05
Rest-E5-C5,2,0.0001248595330253465
C5-B4-D5,2,0.0001248595330253465
B4-D5-C[1]5,3,0.00018728929953801973
F4-F[1]4-D4,2,0.0001248595330253465
F[1]4-D4-D4,2,0.0001248595330253465
D4-D4-B[-1]4,2,0.0001248595330253465
D4-B[-1]4-B4,2,0.0001248595330253465
B4-C5-G4,12,0.0007491571981520789
C5-G4-B[-1]4,2,0.0001248595330253465
A4-E4-G4,13,0.0008115869646647522
F4-E4-C5,3,0.00018728929953801973
E4-C5-C5,2,0.0001248595330253465
Rest-C[1]5-D5,2,0.0001248595330253465
C[1]5-D5-D[1]5,3,0.00018728929953801973
E4-G4-F[1]4,2,0.0001248595330253465
E4-Rest-C5,1,6.242976651267325e-05
D[1]5-E5-D[1]5,1,6.242976651267325e-05
E5-D[1]5-C5,1,6.242976651267325e-05
G4-A4-F[1]4,2,0.0001248595330253465
A4-F[1]4-E4,2,0.0001248595330253465
D5-B4-E5,2,0.0001248595330253465
G[1]4-A4-E4,1,6.242976651267325e-05
F4-A4-D5,1,6.242976651267325e-05
G4-A4-E5,4,0.000249719066050693
D5-Rest-F5,7,0.0004370083655887127
F5-C5-D5,3,0.00018728929953801973
B[-1]4-A4-F5,1,6.242976651267325e-05
A4-F5-E5,2,0.0001248595330253465
E5-A4-B[-1]4,2,0.0001248595330253465
Rest-F5-Rest,1,6.242976651267325e-05
F5-Rest-E5,7,0.0004370083655887127
E5-Rest-F5,4,0.000249719066050693
Rest-F5-C5,4,0.000249719066050693
Rest-A4-F5,1,6.242976651267325e-05
D4-E4-B4,3,0.00018728929953801973
C[1]5-G4-A4,1,6.242976651267325e-05
A4-B4-E4,2,0.0001248595330253465
B4-E4-F4,1,6.242976651267325e-05
E4-D4-D[1]4,1,6.242976651267325e-05
D4-D[1]4-E4,1,6.242976651267325e-05
B4-E5-E5,4,0.000249719066050693
B4-Rest-C5,3,0.00018728929953801973
B4-B4-E4,2,0.0001248595330253465
B4-E4-E4,1,6.242976651267325e-05
B4-D5-A4,1,6.242976651267325e-05
C5-A4-C[1]5,2,0.0001248595330253465
F[1]4-F[1]4-G4,6,0.00037457859907603946
C4-D4-G3,1,6.242976651267325e-05
D4-G3-C4,1,6.242976651267325e-05
G3-C4-E4,1,6.242976651267325e-05
D4-E4-G4,2,0.0001248595330253465
D4-E4-G3,1,6.242976651267325e-05
E4-G3-A3,1,6.242976651267325e-05
G3-A3-C4,1,6.242976651267325e-05
A3-C4-C4,1,6.242976651267325e-05
E5-F5-E[-1]5,2,0.0001248595330253465
G4-F[1]4-A4,3,0.00018728929953801973
